label,youtube_ID,time_start,time_end,split,full_links,,DONOT DELETE
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
,,,,,,,https://www.youtube.com/watch?v=
